id,lat,lon,name,poi_type,h3_res_4,h3_res_6,h3_res_8,census_tract
3080898770,41.9064474,-87.6716054,Antique Taco,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3094702134,41.8900946,-87.6357331,Coco Pazzo,restaurant,842664dffffffff,862664c1fffffff,882664c1e7fffff,17031081800
3131681676,41.8716589,-87.6262014,Peet's Coffee,cafe,842664dffffffff,862664c1fffffff,882664c1abfffff,17031320600
3131705137,41.8734221,-87.6304581,First Draft,bar,842664dffffffff,862664c1fffffff,882664c1a1fffff,17031839000
3132615074,41.7690036,-87.5668877,House of Bing,restaurant,842664dffffffff,862664cefffffff,882664cea1fffff,17031430102
3136119459,41.9783788,-87.9102426,beaudevin,bar,8427593ffffffff,862759347ffffff,88275934edfffff,17031980000
3181562321,41.971018,-87.7625262,Jefferson Park,station,842664dffffffff,862664d9fffffff,882664d9b1fffff,17031110502
3191114166,41.7788191,-87.7022372,Tacos Villa,restaurant,842664dffffffff,862664cd7ffffff,882664cd39fffff,17031660600
3191761980,41.8939959,-87.622591,Starbucks,cafe,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081401
3211876637,41.8842639,-87.6964047,California,station,842664dffffffff,862664cafffffff,882664ca85fffff,17031837100
3219617154,41.8677076,-87.6274392,Roosevelt,station,842664dffffffff,862664c1fffffff,882664c1a3fffff,17031839000
3226937301,42.0084448,-87.6899119,Mike's Place,restaurant,842664dffffffff,862664d8fffffff,882664d8e9fffff,17031020400
3232688565,41.9220029,-87.6974958,Masada,restaurant,842664dffffffff,862664ca7ffffff,882664ca11fffff,17031221300
3238872061,41.8776265,-87.6296654,Cavanaughs,bar,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
3239038815,41.858141,-87.6510355,Simone’s,bar,842664dffffffff,862664cf7ffffff,882664cf45fffff,17031310400
3240592096,41.8863874,-87.6667991,Cobra Lounge,bar,842664dffffffff,862664cafffffff,882664cad7fffff,17031833000
3247227070,41.8447326,-87.702239,Taqueria El Milagro,restaurant,842664dffffffff,862664c8fffffff,882664c8d1fffff,17031300900
3263537492,41.8739784,-87.6294588,Jefa's Cantina,restaurant,842664dffffffff,862664c1fffffff,882664c1a1fffff,17031839000
3268302073,41.9307708,-87.7104473,The Harding Tavern,bar,842664dffffffff,862664ca7ffffff,882664ca03fffff,17031220602
3269064603,41.9181092,-87.6465719,Armitage Pizza,restaurant,842664dffffffff,862664c17ffffff,882664c13dfffff,17031071800
3270709568,41.7657039,-87.5666712,Ming's Chop Suey,restaurant,842664dffffffff,862664cefffffff,882664cea3fffff,17031430600
3270811823,41.7648242,-87.5651133,Tom's,bar,842664dffffffff,862664cefffffff,882664cea3fffff,17031430700
3278487306,41.7663882,-87.5699869,Surf's Up,restaurant,842664dffffffff,862664cefffffff,882664cea1fffff,17031430102
3289277377,41.9533928,-87.7336633,Golden Nugget Pancake House,restaurant,842664dffffffff,862664ca7ffffff,882664ca6bfffff,17031161000
3289277378,41.9534071,-87.7333409,Berrista Coffee,cafe,842664dffffffff,862664ca7ffffff,882664ca6bfffff,17031161000
3293336562,41.7659637,-87.5777724,Italian Fiesta,restaurant,842664dffffffff,862664cefffffff,882664cea7fffff,17031430500
3341016000,41.8519257,-87.626407,Cermak-McCormick Place,station,842664dffffffff,862664cf7ffffff,882664c1b7fffff,17031841000
3343162069,41.8907716,-87.6246916,Corner Bakery,cafe,842664dffffffff,862664c1fffffff,882664c1e3fffff,17031081500
3343162071,41.8907486,-87.624603,The Purple Pig,restaurant,842664dffffffff,862664c1fffffff,882664c1e3fffff,17031081500
3343162093,41.8895178,-87.6248168,Peet's Coffee,cafe,842664dffffffff,862664c1fffffff,882664c1e3fffff,17031081500
3343163147,41.8931299,-87.6247284,Grand Lux Cafe,restaurant,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081500
3364476958,41.9006352,-87.6260613,La Colonial,restaurant,842664dffffffff,862664c1fffffff,882664c1edfffff,17031081201
3364504895,41.8989901,-87.6280701,Starbucks,cafe,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081201
3399988513,41.8919137,-87.6229257,Chef's Burger Bistro,restaurant,842664dffffffff,862664c1fffffff,882664c1e3fffff,17031081403
3407947954,41.8791383,-87.6350816,Protein Bar,restaurant,842664dffffffff,862664c1fffffff,882664c1a1fffff,17031839100
3407977972,41.8535449,-87.6329633,Phoenix,restaurant,842664dffffffff,862664cf7ffffff,882664cf4bfffff,17031841100
3407977973,41.853519,-87.6330894,Saint's Alp Teahouse,cafe,842664dffffffff,862664cf7ffffff,882664cf4bfffff,17031841100
3407985511,41.8836965,-87.6489162,High Five Ramen,restaurant,842664dffffffff,862664cafffffff,882664cad3fffff,17031833000
3407985512,41.8836495,-87.649045,Green Street Smoked Meats,restaurant,842664dffffffff,862664cafffffff,882664cad3fffff,17031833000
3409239468,41.9718542,-87.6790803,Ravenswood Breakfast House,restaurant,842664dffffffff,862664d8fffffff,882664d8b9fffff,17031040402
3427864969,41.8800934,-87.6365256,Townhouse Restaurant & Wine Bar,restaurant,842664dffffffff,862664c1fffffff,882664c1adfffff,17031839100
3430976823,41.9289586,-87.7069536,Webster's Wine Bar,bar,842664dffffffff,862664ca7ffffff,882664ca1dfffff,17031220500
3468511745,41.8913274,-87.6085962,Margaritaville,bar,842664dffffffff,862664c1fffffff,882664c1c7fffff,17031081402
3489971056,41.9383791,-87.6490889,Thaiday Street Cafe,restaurant,842664dffffffff,862664c17ffffff,882664c10dfffff,17031063100
3497376098,41.8989156,-87.6236887,Starbucks,cafe,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081300
3497471764,41.8945543,-87.6333876,Heritage Outpost,cafe,842664dffffffff,862664c1fffffff,882664c1e5fffff,17031081700
3502294519,41.9137104,-87.6481992,Pizza Capri,restaurant,842664dffffffff,862664c17ffffff,882664c131fffff,17031071800
3502294527,41.9136386,-87.6482025,Boka,restaurant,842664dffffffff,862664c17ffffff,882664c131fffff,17031071800
3502294528,41.9136875,-87.6485512,Vinci,restaurant,842664dffffffff,862664c17ffffff,882664c131fffff,17031832600
3502294529,41.9134372,-87.648199,Alinea,restaurant,842664dffffffff,862664c17ffffff,882664c131fffff,17031071800
3502294537,41.9119981,-87.6481205,Balena,restaurant,842664dffffffff,862664c17ffffff,882664c131fffff,17031071800
3502328667,41.9135185,-87.6529319,Jaimito's Burritos,restaurant,842664dffffffff,862664c17ffffff,882664c135fffff,17031832600
3518312182,41.9353036,-87.6471628,El Nuevo Mexicano,restaurant,842664dffffffff,862664c17ffffff,882664c105fffff,17031063400
3523827330,41.9760509,-87.668588,La Colombe Coffee,cafe,842664dffffffff,862664d8fffffff,882664d883fffff,17031031000
3536901255,41.9170988,-87.7190481,Weegee's Lounge,bar,842664dffffffff,862664ca7ffffff,882664ca3bfffff,17031222900
3549524275,41.8862551,-87.6215867,Starbucks,cafe,842664dffffffff,862664c1fffffff,882664c1e3fffff,17031320100
3551688266,41.8932431,-87.6208409,Indian Garden,restaurant,842664dffffffff,862664c1fffffff,882664c1ebfffff,17031081403
3551688415,41.8924751,-87.6187471,Dollop Coffee,cafe,842664dffffffff,862664c1fffffff,882664c1ebfffff,17031081403
3551740566,41.9296241,-87.7085498,Choi's Chinese,restaurant,842664dffffffff,862664ca7ffffff,882664ca03fffff,17031220602
3551741498,41.9298264,-87.7072052,Azucar,restaurant,842664dffffffff,862664ca7ffffff,882664ca1dfffff,17031220500
3551742205,41.929915,-87.7072122,Flipside Cafe,cafe,842664dffffffff,862664ca7ffffff,882664ca1dfffff,17031220500
3551744333,41.929747,-87.7087557,Intelligentsia,cafe,842664dffffffff,862664ca7ffffff,882664ca03fffff,17031220602
3551784838,41.9275483,-87.7046187,,restaurant,842664dffffffff,862664ca7ffffff,882664ca1dfffff,17031220500
3551841162,41.9176933,-87.6982559,Osteria Langhe,restaurant,842664dffffffff,862664ca7ffffff,882664ca13fffff,17031221300
3551845150,41.9172774,-87.7072038,Scofflaw,restaurant,842664dffffffff,862664ca7ffffff,882664ca17fffff,17031222700
3551845848,41.9172729,-87.7075819,Sink|Swim,restaurant,842664dffffffff,862664ca7ffffff,882664ca17fffff,17031222700
3551863194,41.9173772,-87.7195852,Juanita's Puerto Rican Cuisine,restaurant,842664dffffffff,862664ca7ffffff,882664ca3bfffff,17031220901
3551875830,41.9248415,-87.7111814,Dena Kitchen,restaurant,842664dffffffff,862664ca7ffffff,882664ca15fffff,17031220601
3551892777,41.9343813,-87.7158349,Tacos Tequilas,restaurant,842664dffffffff,862664ca7ffffff,882664ca03fffff,17031210602
3551896302,41.9337049,-87.7152636,The Spice,restaurant,842664dffffffff,862664ca7ffffff,882664ca03fffff,17031210602
3551904715,41.9333478,-87.713791,Giordano's Pizzeria,restaurant,842664dffffffff,862664ca7ffffff,882664ca03fffff,17031210602
3551945144,41.9393459,-87.7163315,Late Bar,bar,842664dffffffff,862664ca7ffffff,882664ca01fffff,17031831100
3552123092,41.9277148,-87.6973415,Buona Terra,restaurant,842664dffffffff,862664ca7ffffff,882664ca1dfffff,17031220300
3552123473,41.9276449,-87.6976526,Anong,restaurant,842664dffffffff,862664ca7ffffff,882664ca1dfffff,17031220400
3552127034,41.9271279,-87.6972469,Gosu,restaurant,842664dffffffff,862664ca7ffffff,882664ca11fffff,17031220300
3552127994,41.9273063,-87.6972986,Hachi's Kitchen,restaurant,842664dffffffff,862664ca7ffffff,882664ca11fffff,17031220300
3554594099,41.9427119,-87.7300074,La Oaxaqueña,restaurant,842664dffffffff,862664ca7ffffff,882664ca05fffff,17031161300
3563909260,41.931975,-87.7223584,El Guanaco,restaurant,842664dffffffff,862664ca7ffffff,882664ca07fffff,17031210502
3570110793,41.909438,-87.6772965,Dove's Luncheonette,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3570112793,41.9090451,-87.6775907,The Violet Hour,bar,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3570113238,41.9028218,-87.6774009,Rainbo Club,bar,842664dffffffff,862664cafffffff,882664cac1fffff,17031242300
3570187860,41.915257,-87.6847129,Red & White Wine Bar,bar,842664dffffffff,862664cafffffff,882664cacdfffff,17031222200
3570188608,41.9149624,-87.6847822,Silom 12,restaurant,842664dffffffff,862664cafffffff,882664cacdfffff,17031222200
3570191046,41.9128303,-87.6972374,El Nuevo Borinquen,restaurant,842664dffffffff,862664cafffffff,882664ca13fffff,17031240800
3570207893,41.9152965,-87.6777367,Lemming’s Tavern,bar,842664dffffffff,862664cafffffff,882664cacdfffff,17031832200
3570220109,41.9101151,-87.6767615,Seoul Stick,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241500
3570221093,41.9100107,-87.6776111,Stan's Donuts & Coffee,cafe,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3570221193,41.9096809,-87.6776173,Blue Line Lounge & Grill,bar,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3570237498,41.924008,-87.6993927,Easy Does It,bar,842664dffffffff,862664ca7ffffff,882664ca11fffff,17031221300
3570243600,41.91811,-87.6978544,China Fast Wok,restaurant,842664dffffffff,862664ca7ffffff,882664ca13fffff,17031221300
3572450423,41.939013,-87.7241868,El Gallo Bravo #2,restaurant,842664dffffffff,862664ca7ffffff,882664ca01fffff,17031210501
3572599403,41.9248994,-87.7090217,El Rinconcito Cubano,restaurant,842664dffffffff,862664ca7ffffff,882664ca15fffff,17031220601
3572607693,41.924661,-87.6962247,El Ñandú,restaurant,842664dffffffff,862664ca7ffffff,882664ca11fffff,17031221400
3572607694,41.924667,-87.6960476,4 Suyos,restaurant,842664dffffffff,862664ca7ffffff,882664ca11fffff,17031221400
3572612795,41.9250721,-87.6885267,La Cocina Boricua de la Familia Galarza,restaurant,842664dffffffff,862664ca7ffffff,882664ca1bfffff,17031830900
3572612796,41.9250781,-87.6884409,Wonder Chop Sushi & Chinese,restaurant,842664dffffffff,862664ca7ffffff,882664ca1bfffff,17031830900
3572612797,41.9250761,-87.6878723,Fullerton Restaurant,restaurant,842664dffffffff,862664ca7ffffff,882664ca1bfffff,17031830900
3574942642,41.924331,-87.7155481,The Double Urban Tavern,bar,842664dffffffff,862664ca7ffffff,882664ca39fffff,17031221000
3574998907,41.9172747,-87.7078352,La Bomba,restaurant,842664dffffffff,862664ca7ffffff,882664ca17fffff,17031222700
3575010907,41.9325834,-87.7134313,Friendship Chinese,restaurant,842664dffffffff,862664ca7ffffff,882664ca03fffff,17031210602
3575016093,41.9293918,-87.7071842,Passion House Café,cafe,842664dffffffff,862664ca7ffffff,882664ca1dfffff,17031220500
3575025688,41.8998468,-87.6871843,Boeufhaus,restaurant,842664dffffffff,862664cafffffff,882664cac7fffff,17031242500
3575025689,41.8989825,-87.6872868,Sportsman's Club,bar,842664dffffffff,862664cafffffff,882664cac7fffff,17031242500
3575025690,41.8986011,-87.6866989,Stella's Tap,bar,842664dffffffff,862664cafffffff,882664cac7fffff,17031242400
3575029393,41.8955111,-87.6969684,Feed,restaurant,842664dffffffff,862664cafffffff,882664cae3fffff,17031836700
3575036693,41.9182746,-87.6851707,The Gallery Cabaret,bar,842664dffffffff,862664ca7ffffff,882664ca1bfffff,17031221600
3575070893,41.9032845,-87.6816046,Enoteca Roma Ristorante,restaurant,842664dffffffff,862664cafffffff,882664cac7fffff,17031241300
3575070894,41.9032905,-87.681508,Letizia's Natural Bakery,cafe,842664dffffffff,862664cafffffff,882664cac7fffff,17031241300
3575070895,41.9033184,-87.6798799,Folklore,restaurant,842664dffffffff,862664cafffffff,882664cac7fffff,17031241300
3575070896,41.9033344,-87.6795178,Mirella's Tavern,restaurant,842664dffffffff,862664cafffffff,882664cac7fffff,17031241400
3575070897,41.902995,-87.6793622,Thai Village,restaurant,842664dffffffff,862664cafffffff,882664cac7fffff,17031242300
3575070900,41.9033393,-87.6782034,Mirai Sushi,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3575070901,41.9033504,-87.6780426,El Bagel Cafe,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3575070902,41.903019,-87.677777,Whadda Jerk,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031242300
3575070906,41.9031088,-87.672654,The Boil Seafood,restaurant,842664dffffffff,862664cafffffff,882664cac3fffff,17031242200
3575070910,41.9031028,-87.6720505,Gold Star Bar,bar,842664dffffffff,862664cafffffff,882664cac3fffff,17031242100
3575070913,41.9034821,-87.6702749,Bangers & Lace,bar,842664dffffffff,862664cafffffff,882664cac3fffff,17031241400
3575072897,41.9004836,-87.6676383,Alegrias Seafood Chicago,restaurant,842664dffffffff,862664cafffffff,882664cac3fffff,17031242100
3575084296,41.8963372,-87.6629342,Lush Wine & Spirits,bar,842664dffffffff,862664cafffffff,882664caddfffff,17031242000
3575084297,41.8962244,-87.6668569,Manee Thai,restaurant,842664dffffffff,862664cafffffff,882664cad5fffff,17031242000
3575084300,41.8972953,-87.6866638,Blind Robin,bar,842664dffffffff,862664cafffffff,882664cac7fffff,17031242400
3575120598,41.910214,-87.6853111,Handlebar,restaurant,842664dffffffff,862664cafffffff,882664cac5fffff,17031241200
3575120599,41.9104695,-87.68575,Thai Lagoon,restaurant,842664dffffffff,862664cafffffff,882664cac5fffff,17031240500
3575120600,41.9101455,-87.6881071,Rangoli,restaurant,842664dffffffff,862664cafffffff,882664cac5fffff,17031241100
3575150416,41.918645,-87.6872335,Ipsento,cafe,842664dffffffff,862664ca7ffffff,882664ca1bfffff,17031221600
3575150418,41.9201039,-87.687727,John's Pizzeria,restaurant,842664dffffffff,862664ca7ffffff,882664ca1bfffff,17031221500
3575150419,41.9227873,-87.687387,Quesadilla la Reyna del Sur,restaurant,842664dffffffff,862664ca7ffffff,882664ca1bfffff,17031221600
3575150420,41.9226026,-87.6877914,Birrieria Estilo Jalisco,restaurant,842664dffffffff,862664ca7ffffff,882664ca1bfffff,17031221500
3575152789,41.9222677,-87.6877992,Tap Room,bar,842664dffffffff,862664ca7ffffff,882664ca1bfffff,17031221500
3575164510,41.8927469,-87.6215023,Dao,restaurant,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081403
3575164511,41.8923735,-87.6211134,Emilios Tapas,restaurant,842664dffffffff,862664c1fffffff,882664c1e3fffff,17031081403
3575164512,41.8927289,-87.622079,Tre Soldi,restaurant,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081403
3575164513,41.8927269,-87.6222426,Gyu-Kaku,restaurant,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081403
3575173108,41.8997553,-87.627613,Bernard's Bar,bar,842664dffffffff,862664c1fffffff,882664c1edfffff,17031081201
3575173111,41.8865946,-87.6520069,Next,restaurant,842664dffffffff,862664cafffffff,882664cad3fffff,17031833000
3575173112,41.8865101,-87.6519209,The Aviary,bar,842664dffffffff,862664cafffffff,882664cad3fffff,17031833000
3575181784,41.8933007,-87.6175766,Starbucks,cafe,842664dffffffff,862664c1fffffff,882664c1ebfffff,17031081402
3575181786,41.8924901,-87.618341,Robert's Pizza Company,restaurant,842664dffffffff,862664c1fffffff,882664c1ebfffff,17031081403
3575222168,41.8910524,-87.6273558,Sable Kitchen & Bar,restaurant,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081500
3575225595,41.8906926,-87.6309133,Xoco,restaurant,842664dffffffff,862664c1fffffff,882664c1e7fffff,17031081700
3575225596,41.8906247,-87.630916,Topolobampo,restaurant,842664dffffffff,862664c1fffffff,882664c1e7fffff,17031081700
3575225597,41.8905369,-87.6309213,Frontera Grill,restaurant,842664dffffffff,862664c1fffffff,882664c1e7fffff,17031081700
3575231494,41.8910574,-87.6471083,The Pearl Club,bar,842664dffffffff,862664cafffffff,882664cadbfffff,17031842300
3575231495,41.8910436,-87.6470004,Richard's Bar,bar,842664dffffffff,862664cafffffff,882664cadbfffff,17031842300
3575231496,41.8910439,-87.6468381,La Scarola,restaurant,842664dffffffff,862664cafffffff,882664cadbfffff,17031842300
3575231700,41.8896009,-87.6448653,The Drop In,bar,842664dffffffff,862664cafffffff,882664cadbfffff,17031842300
3575496169,41.9150958,-87.6777415,En Hakkore,restaurant,842664dffffffff,862664cafffffff,882664cacdfffff,17031832200
3575496171,41.9176357,-87.6778131,,bar,842664dffffffff,862664c17ffffff,882664c127fffff,17031832200
3575497026,41.9137424,-87.6773235,Presidio,restaurant,842664dffffffff,862664cafffffff,882664cacdfffff,17031240300
3581436121,41.857775,-87.6220889,The Spoke & Bird,cafe,842664dffffffff,862664c1fffffff,882664c1b5fffff,17031330100
3581500507,41.9162108,-87.6699784,Riverside Cafe,cafe,842664dffffffff,862664c17ffffff,882664cac9fffff,17031832300
3581789165,41.9158148,-87.6870717,Le Café Station Grill,restaurant,842664dffffffff,862664cafffffff,882664cacdfffff,17031222200
3581811864,41.917563,-87.703649,Dante's Pizzeria,restaurant,842664dffffffff,862664ca7ffffff,882664ca17fffff,17031221200
3581811866,41.9107207,-87.7070256,Zoku Sushi,restaurant,842664dffffffff,862664cafffffff,882664caedfffff,17031230200
3581811869,41.9098615,-87.7134735,La Encantada,restaurant,842664dffffffff,862664ca7ffffff,882664caedfffff,17031230900
3586161238,41.8913956,-87.6244867,Lao Sze Chuan,restaurant,842664dffffffff,862664c1fffffff,882664c1e3fffff,17031081500
3596874096,41.8975839,-87.6670559,Ruxbin,restaurant,842664dffffffff,862664cafffffff,882664cac3fffff,17031242000
3599587526,41.8870489,-87.6287477,City Winery at the Chicago Riverwalk,bar,842664dffffffff,862664c1fffffff,882664c1e7fffff,17031839100
3617756790,41.921758,-87.6643563,The Drinkingbird,bar,842664dffffffff,862664c17ffffff,882664c123fffff,17031832500
3617803834,41.895043,-87.6266247,Cafe L'Appetito,cafe,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081500
3618178425,41.8961397,-87.6554969,Big Shoulders Coffee,cafe,842664dffffffff,862664cafffffff,882664caddfffff,17031243500
3627743049,41.9294697,-87.6429407,Del Seoul,restaurant,842664dffffffff,862664c17ffffff,882664c101fffff,17031070200
3627809229,41.9345296,-87.7174228,Central Park Bar,bar,842664dffffffff,862664ca7ffffff,882664ca03fffff,17031210502
3627809230,41.93435,-87.7174148,Podlasie Club,bar,842664dffffffff,862664ca7ffffff,882664ca03fffff,17031210502
3627809231,41.9354831,-87.7219538,Ski's Lounge,bar,842664dffffffff,862664ca7ffffff,882664ca07fffff,17031210502
3629730354,41.9247459,-87.7185896,Raymond's Tacos,restaurant,842664dffffffff,862664ca7ffffff,882664ca39fffff,17031220701
3629730355,41.9247518,-87.7187854,Vito & Angelo Pizzeria,restaurant,842664dffffffff,862664ca7ffffff,882664ca39fffff,17031220701
3629859634,41.9937797,-87.71325,Hoanh Long,restaurant,842664dffffffff,862664d9fffffff,882664d9dbfffff,17031130100
3636045891,41.9883935,-87.6605436,Mas alla del Sol,restaurant,842664dffffffff,862664d8fffffff,882664d889fffff,17031030500
3637654282,41.8948585,-87.6172594,Cafe Descartes,cafe,842664dffffffff,862664c1fffffff,882664c1ebfffff,17031081401
3641096467,41.9247881,-87.7159408,El Pacifico,restaurant,842664dffffffff,862664ca7ffffff,882664ca39fffff,17031220601
3641173764,41.8911753,-87.6251872,Upstairs at Gwen,bar,842664dffffffff,862664c1fffffff,882664c1e3fffff,17031081500
3641178683,41.8918368,-87.6260809,Oysy,restaurant,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081500
3649631221,41.9316589,-87.7124643,Van Phat,restaurant,842664dffffffff,862664ca7ffffff,882664ca03fffff,17031220602
3649643207,41.9325547,-87.7128675,Spicy Taco,restaurant,842664dffffffff,862664ca7ffffff,882664ca03fffff,17031210602
3649650842,41.9390585,-87.711587,Eat First,restaurant,842664dffffffff,862664ca7ffffff,882664ca0bfffff,17031210601
3649684145,41.9394821,-87.7038124,Mr. Pollo,restaurant,842664dffffffff,862664ca7ffffff,882664ca0bfffff,17031210100
3649687382,41.9392432,-87.7034485,Reed's Local,bar,842664dffffffff,862664ca7ffffff,882664ca0bfffff,17031210700
3649687383,41.9392689,-87.6976471,Jaiyen Sushi & Noodle,restaurant,842664dffffffff,862664ca7ffffff,882664ca57fffff,17031210900
3649689183,41.9405258,-87.7001999,Nelly's Saloon,restaurant,842664dffffffff,862664ca7ffffff,882664ca55fffff,17031210100
3651370985,41.9097007,-87.6766755,Taxim,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3651371479,41.9094091,-87.6761995,Little Olive Lounge,bar,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3651409041,41.9072414,-87.6722879,Nori,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241500
3651409044,41.9071907,-87.6719887,Oiistar,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241500
3652928204,41.905826,-87.6705844,The Standard,bar,842664dffffffff,862664cafffffff,882664cacbfffff,17031241400
3652928214,41.9048653,-87.6685813,Iron Age,restaurant,842664dffffffff,862664cafffffff,882664cacbfffff,17031241500
3652941309,41.9030503,-87.6662514,Usagi Ya,restaurant,842664dffffffff,862664cafffffff,882664cacbfffff,17031242000
3652941314,41.9024913,-87.665369,China Court,restaurant,842664dffffffff,862664cafffffff,882664cacbfffff,17031242000
3652941315,41.9022238,-87.6649962,Kin Sushi & Thai Cuisine,restaurant,842664dffffffff,862664cafffffff,882664cacbfffff,17031242000
3652955076,41.9101567,-87.6878456,China Station,restaurant,842664dffffffff,862664cafffffff,882664cac5fffff,17031241100
3652967808,41.9447791,-87.7064642,Parachute,restaurant,842664dffffffff,862664ca7ffffff,882664ca09fffff,17031210100
3652970966,41.9062101,-87.6771901,The Tamale Spaceship,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3652970968,41.9048848,-87.6774662,Craft Pizza,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3656001345,41.9088352,-87.6779484,Lou Malnati's Pizzeria,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3656001358,41.9106779,-87.6753699,Amaru,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031240300
3656001360,41.9106544,-87.6746901,Pasta Bowl - Wicker Park,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031240300
3656001364,41.9106839,-87.6724275,Gallery Cafe,cafe,842664dffffffff,862664cafffffff,882664cac9fffff,17031240200
3656015215,41.9103408,-87.6793224,5411 Empanadas - Wicker Park,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3656023047,41.9111767,-87.6784624,Sushi Para M,restaurant,842664dffffffff,862664cafffffff,882664cacdfffff,17031831000
3656028533,41.9109478,-87.6773351,Enso Sushi & Bar,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031240300
3656028534,41.9110097,-87.6773378,Dimo's Pizza,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031240300
3659138541,41.9315048,-87.7389326,La Cabaña de Don Luis #3,restaurant,842664dffffffff,862664ca7ffffff,882664ca2bfffff,17031200200
3659138543,41.9317654,-87.7390777,Poncitlan Jalisco,restaurant,842664dffffffff,862664ca7ffffff,882664ca2bfffff,17031200100
3659153796,41.9248341,-87.7122744,Jibaritos y Mas,restaurant,842664dffffffff,862664ca7ffffff,882664ca15fffff,17031220601
3659163383,41.9175442,-87.70471,Cheng Chopsticks,restaurant,842664dffffffff,862664ca7ffffff,882664ca17fffff,17031221200
3659169362,41.9176017,-87.698441,SFR,restaurant,842664dffffffff,862664ca7ffffff,882664ca13fffff,17031221300
3659172691,41.9100888,-87.6938521,Boulevard Sports Lounge,bar,842664dffffffff,862664cafffffff,882664cae9fffff,17031241000
3659172692,41.910114,-87.6927745,Señor Pan Cafe,cafe,842664dffffffff,862664cafffffff,882664cac5fffff,17031241000
3659464567,41.9031435,-87.6700847,Starbucks,cafe,842664dffffffff,862664cafffffff,882664cac3fffff,17031242100
3659464573,41.9034404,-87.6716776,Lilac Tiger,restaurant,842664dffffffff,862664cafffffff,882664cac3fffff,17031241400
3659464586,41.9034133,-87.6739765,Machine: Engineered Dining & Drink,restaurant,842664dffffffff,862664cafffffff,882664cac3fffff,17031241400
3659464592,41.9033714,-87.6758709,Phodega,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3659464593,41.9033759,-87.6759919,Via Carducci,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
3659464596,41.9029591,-87.6768288,Shawarma Garden,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031242200
3660358404,41.9101275,-87.6907513,Barbaro Taqueria,restaurant,842664dffffffff,862664cafffffff,882664cac5fffff,17031241100
3660383836,41.9540962,-87.7073132,Serbian Village,bar,842664dffffffff,862664ca7ffffff,882664ca43fffff,17031160602
3660898211,41.8965127,-87.624786,RL,restaurant,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081500
3660899325,41.8918814,-87.6233044,Labriola,cafe,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081403
3660900078,41.8924171,-87.6232272,Sayat Nova,restaurant,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081403
3660900079,41.8923449,-87.6232272,Second Story Bar,bar,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081403
3660922643,41.9252887,-87.6678214,Nada Tea & Coffee,cafe,842664dffffffff,862664c17ffffff,882664c121fffff,17031070600
3660929470,41.9250279,-87.687063,Estrella Negra,restaurant,842664dffffffff,862664ca7ffffff,882664ca1bfffff,17031830900
3660929473,41.9257822,-87.6874761,Sonny's Pizza,restaurant,842664dffffffff,862664ca7ffffff,882664ca1bfffff,17031830900
3664687674,41.9055766,-87.7006028,The Boathouse Cafe,cafe,842664dffffffff,862664cafffffff,882664cae9fffff,17031240900
